column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22
63,1577-1234,63번 테스트 문자입니다.,"63번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345740,ABCDEFG,김유신,2023.05.31,9,LMS,63,1577-1234,63번 담당자님 전달 문자입니다.,"63번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345740,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
64,1577-1234,64번 테스트 문자입니다.,"64번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345741,ABCDEFG,김유신,2023.05.31,9,LMS,64,1577-1234,64번 담당자님 전달 문자입니다.,"64번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345741,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
65,1577-1234,65번 테스트 문자입니다.,"65번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345742,ABCDEFG,김유신,2023.05.31,9,LMS,65,1577-1234,65번 담당자님 전달 문자입니다.,"65번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345742,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
66,1577-1234,66번 테스트 문자입니다.,"66번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345743,ABCDEFG,김유신,2023.05.31,9,LMS,66,1577-1234,66번 담당자님 전달 문자입니다.,"66번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345743,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
67,1577-1234,67번 테스트 문자입니다.,"67번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345744,ABCDEFG,김유신,2023.05.31,9,LMS,67,1577-1234,67번 담당자님 전달 문자입니다.,"67번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345744,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
68,1577-1234,68번 테스트 문자입니다.,"68번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345745,ABCDEFG,김유신,2023.05.31,9,LMS,68,1577-1234,68번 담당자님 전달 문자입니다.,"68번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345745,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
69,1577-1234,69번 테스트 문자입니다.,"69번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345746,ABCDEFG,김유신,2023.05.31,9,LMS,69,1577-1234,69번 담당자님 전달 문자입니다.,"69번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345746,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
70,1577-1234,70번 테스트 문자입니다.,"70번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345747,ABCDEFG,김유신,2023.05.31,9,LMS,70,1577-1234,70번 담당자님 전달 문자입니다.,"70번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345747,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
71,1577-1234,71번 테스트 문자입니다.,"71번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345748,ABCDEFG,김유신,2023.05.31,9,LMS,71,1577-1234,71번 담당자님 전달 문자입니다.,"71번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345748,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
72,1577-1234,72번 테스트 문자입니다.,"72번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345749,ABCDEFG,김유신,2023.05.31,9,LMS,72,1577-1234,72번 담당자님 전달 문자입니다.,"72번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345749,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
73,1577-1234,73번 테스트 문자입니다.,"73번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345750,ABCDEFG,김유신,2023.05.31,9,LMS,73,1577-1234,73번 담당자님 전달 문자입니다.,"73번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345750,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
74,1577-1234,74번 테스트 문자입니다.,"74번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345751,ABCDEFG,김유신,2023.05.31,9,LMS,74,1577-1234,74번 담당자님 전달 문자입니다.,"74번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345751,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
75,1577-1234,75번 테스트 문자입니다.,"75번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345752,ABCDEFG,김유신,2023.05.31,9,LMS,75,1577-1234,75번 담당자님 전달 문자입니다.,"75번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345752,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
76,1577-1234,76번 테스트 문자입니다.,"76번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345753,ABCDEFG,김유신,2023.05.31,9,LMS,76,1577-1234,76번 담당자님 전달 문자입니다.,"76번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345753,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
77,1577-1234,77번 테스트 문자입니다.,"77번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345754,ABCDEFG,김유신,2023.05.31,9,LMS,77,1577-1234,77번 담당자님 전달 문자입니다.,"77번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345754,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
78,1577-1234,78번 테스트 문자입니다.,"78번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345755,ABCDEFG,김유신,2023.05.31,9,LMS,78,1577-1234,78번 담당자님 전달 문자입니다.,"78번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345755,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
79,1577-1234,79번 테스트 문자입니다.,"79번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345756,ABCDEFG,김유신,2023.05.31,9,LMS,79,1577-1234,79번 담당자님 전달 문자입니다.,"79번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345756,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
80,1577-1234,80번 테스트 문자입니다.,"80번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345757,ABCDEFG,김유신,2023.05.31,9,LMS,80,1577-1234,80번 담당자님 전달 문자입니다.,"80번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345757,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
81,1577-1234,81번 테스트 문자입니다.,"81번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345758,ABCDEFG,김유신,2023.05.31,9,LMS,81,1577-1234,81번 담당자님 전달 문자입니다.,"81번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345758,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
82,1577-1234,82번 테스트 문자입니다.,"82번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345759,ABCDEFG,김유신,2023.05.31,9,LMS,82,1577-1234,82번 담당자님 전달 문자입니다.,"82번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345759,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
83,1577-1234,83번 테스트 문자입니다.,"83번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345760,ABCDEFG,김유신,2023.05.31,9,LMS,83,1577-1234,83번 담당자님 전달 문자입니다.,"83번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345760,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
84,1577-1234,84번 테스트 문자입니다.,"84번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345761,ABCDEFG,김유신,2023.05.31,9,LMS,84,1577-1234,84번 담당자님 전달 문자입니다.,"84번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345761,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
85,1577-1234,85번 테스트 문자입니다.,"85번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345762,ABCDEFG,김유신,2023.05.31,9,LMS,85,1577-1234,85번 담당자님 전달 문자입니다.,"85번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345762,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
86,1577-1234,86번 테스트 문자입니다.,"86번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345763,ABCDEFG,김유신,2023.05.31,9,LMS,86,1577-1234,86번 담당자님 전달 문자입니다.,"86번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345763,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
87,1577-1234,87번 테스트 문자입니다.,"87번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345764,ABCDEFG,김유신,2023.05.31,9,LMS,87,1577-1234,87번 담당자님 전달 문자입니다.,"87번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345764,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
88,1577-1234,88번 테스트 문자입니다.,"88번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345765,ABCDEFG,김유신,2023.05.31,9,LMS,88,1577-1234,88번 담당자님 전달 문자입니다.,"88번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345765,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
89,1577-1234,89번 테스트 문자입니다.,"89번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345766,ABCDEFG,김유신,2023.05.31,9,LMS,89,1577-1234,89번 담당자님 전달 문자입니다.,"89번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345766,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
90,1577-1234,90번 테스트 문자입니다.,"90번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345767,ABCDEFG,김유신,2023.05.31,9,LMS,90,1577-1234,90번 담당자님 전달 문자입니다.,"90번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345767,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
91,1577-1234,91번 테스트 문자입니다.,"91번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345768,ABCDEFG,김유신,2023.05.31,9,LMS,91,1577-1234,91번 담당자님 전달 문자입니다.,"91번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345768,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
92,1577-1234,92번 테스트 문자입니다.,"92번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345769,ABCDEFG,김유신,2023.05.31,9,LMS,92,1577-1234,92번 담당자님 전달 문자입니다.,"92번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345769,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
93,1577-1234,93번 테스트 문자입니다.,"93번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345770,ABCDEFG,김유신,2023.05.31,9,LMS,93,1577-1234,93번 담당자님 전달 문자입니다.,"93번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345770,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
94,1577-1234,94번 테스트 문자입니다.,"94번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345771,ABCDEFG,김유신,2023.05.31,9,LMS,94,1577-1234,94번 담당자님 전달 문자입니다.,"94번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345771,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
95,1577-1234,95번 테스트 문자입니다.,"95번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345772,ABCDEFG,김유신,2023.05.31,9,LMS,95,1577-1234,95번 담당자님 전달 문자입니다.,"95번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345772,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
96,1577-1234,96번 테스트 문자입니다.,"96번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345773,ABCDEFG,김유신,2023.05.31,9,LMS,96,1577-1234,96번 담당자님 전달 문자입니다.,"96번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345773,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
97,1577-1234,97번 테스트 문자입니다.,"97번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345774,ABCDEFG,김유신,2023.05.31,9,LMS,97,1577-1234,97번 담당자님 전달 문자입니다.,"97번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345774,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
98,1577-1234,98번 테스트 문자입니다.,"98번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345775,ABCDEFG,김유신,2023.05.31,9,LMS,98,1577-1234,98번 담당자님 전달 문자입니다.,"98번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345775,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
99,1577-1234,99번 테스트 문자입니다.,"99번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345776,ABCDEFG,김유신,2023.05.31,9,LMS,99,1577-1234,99번 담당자님 전달 문자입니다.,"99번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345776,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
100,1577-1234,100번 테스트 문자입니다.,"100번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345777,ABCDEFG,김유신,2023.05.31,9,LMS,100,1577-1234,100번 담당자님 전달 문자입니다.,"100번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345777,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
101,1577-1234,101번 테스트 문자입니다.,"101번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345778,ABCDEFG,김유신,2023.05.31,9,LMS,101,1577-1234,101번 담당자님 전달 문자입니다.,"101번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345778,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
102,1577-1234,102번 테스트 문자입니다.,"102번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345779,ABCDEFG,김유신,2023.05.31,9,LMS,102,1577-1234,102번 담당자님 전달 문자입니다.,"102번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345779,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
103,1577-1234,103번 테스트 문자입니다.,"103번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345780,ABCDEFG,김유신,2023.05.31,9,LMS,103,1577-1234,103번 담당자님 전달 문자입니다.,"103번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345780,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
104,1577-1234,104번 테스트 문자입니다.,"104번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345781,ABCDEFG,김유신,2023.05.31,9,LMS,104,1577-1234,104번 담당자님 전달 문자입니다.,"104번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345781,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
105,1577-1234,105번 테스트 문자입니다.,"105번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345782,ABCDEFG,김유신,2023.05.31,9,LMS,105,1577-1234,105번 담당자님 전달 문자입니다.,"105번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12345782,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:314,admin
